SAMPLE_ACC,Sample Type,SAMPLE_VOLUME,VOLUME_UNIT,FILTER_MIN,FILTER_MAX,SAMPLE_DESCRIPTION,SAMPLE_NAME,COMMENTS,TAXON_ID,COLLECTION_START_TIME,COLLECTION_STOP_TIME,BIOMATERIAL_NAME,DESCRIPTION,MATERIAL_ACC,SITE_NAME,LATITUDE,LONGITUDE,ALTITUDE,SITE_DEPTH,SITE_DESCRIPTION,COUNTRY_NAME,REGION,HABITAT_NAME,HOST_TAXON_ID,HOST_DESCRIPTION,HOST_ORGANISM,LIBRARY_ACC,SEQUENCING_METHOD,DNA_TYPE,NUM_OF_READS,MATERIAL_ID,Silicate - (umol/kg),sample depth - (M),salinity - (psu),temperature - (C),chlorophyll density - (ug/kg),phosphate - (umol/kg),dissolved oxygen - (nmol/kg),Particulate Organic Carbon - (umol/kg),dissolved organic carbon - (umol/kg),pH,nitrate(NO3) - (umol/l)
CAM_SMPL_002607,eukaryotes,4,L,0.4,0.4,Detonula confervacea CCMP 353,MMETSP1058,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1058"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1058</a>""",83371,00:00.0,00:00.0,(MMETSP1058) Detonula confervacea - Seawater,,CAM_BM_002627,Atlantic_Ocean,41.6,-71.4,,,"Narragansett Bay, Rhode Island, USA",UNITED STATES,,marine habitat,,,,CAM_LIB_001373,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002608,eukaryotes,4,L,0.8,0.8,Thalassiosira sp. FW,MMETSP1059,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1059"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1059</a>""",35127,00:00.0,00:00.0,(MMETSP1059) Thalassiosira sp. - Freshwater,,CAM_BM_002628,OTHER,34.27944,114.22222,,,"Copper Basin Reservoir, California",UNITED KINGDOM,,freshwater habitat,,,,CAM_LIB_001374,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002609,eukaryotes,4,L,0.4,0.4,Pseudo-nitzschia pungens cf. cingulata,MMETSP1060,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1060"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1060</a>""",37318,00:00.0,00:00.0,(MMETSP1060) Pseudo-nitzschia pungens - Seawater,,CAM_BM_002629,Pacific_Ocean,47.6901,-122.40041,,,"Golden Gardens, Puget Sound, WA",UNITED STATES,,marine habitat,,,,CAM_LIB_001375,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002610,eukaryotes,,,,,Ceratium fusus PA161109,MMETSP1075,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1075"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1075</a>""",2916,00:00.0,00:00.0,(MMETSP1075) Ceratium fusus - seawater,,CAM_BM_002630,OTHER,41.57083,-71.40517,,,"Long term plankton time series station, Narragansett Bay",UNITED STATES,,marine habitat,,,,CAM_LIB_001376,Illumina,cDNA,,3085,,5,27.87,11.3,,,,,,,
CAM_SMPL_002611,eukaryotes,,,,,Micromonas sp CCMP1646,MMETSP1080,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1080"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1080</a>""",38833,00:00.0,00:00.0,(MMETSP1080) Micromonas sp - seawater,,CAM_BM_002631,Gulf of Naples,40.75,14.33,,,,ITALY,,marine habitat,,,,CAM_LIB_001377,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002613,eukaryotes,,,,,Symbiodinium sp. CCMP2430,MMETSP1115,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1115"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1115</a>""",631057,00:00.0,00:00.0,(MMETSP1115) Symbiodinium sp.,,CAM_BM_002633,Pacific_Ocean,-23.5,152,,,,AUSTRALIA,,marine habitat,,,,CAM_LIB_001379,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002614,eukaryotes,,,,,Symbiodinium sp. CCMP2430,MMETSP1116,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1116"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1116</a>""",631057,00:00.0,00:00.0,(MMETSP1116) Symbiodinium sp.,,CAM_BM_002634,Pacific_Ocean,-23.5,152,,,,AUSTRALIA,,marine habitat,,,,CAM_LIB_001380,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002615,eukaryotes,,,,,Symbiodinium sp. CCMP2430,MMETSP1117,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1117"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1117</a>""",631057,00:00.0,00:00.0,(MMETSP1117) Symbiodinium sp.,,CAM_BM_002635,Pacific_Ocean,-23.5,152,,,,AUSTRALIA,,marine habitat,,,,CAM_LIB_001381,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002616,eukaryotes,4,L,0.4,0.4,Pseudo-nitzschia pungens cf. pungens,MMETSP1061,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1061"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1061</a>""",37318,00:00.0,00:00.0,(MMETSP1061) Pseudo-nitzschia pungens - Seawater,,CAM_BM_002636,Pacific_Ocean,47.6901,-122.40041,,,"Golden Gardens, Puget Sound, WA",UNITED STATES,,marine habitat,,,,CAM_LIB_001382,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002617,eukaryotes,4,L,5,5,Ditylum brightwellii Pop1 (SS4),MMETSP1062,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1062"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1062</a>""",49249,00:00.0,00:00.0,(MMETSP1062) Ditylum brightwellii - Seawater,,CAM_BM_002637,Pacific_Ocean,,,,,"Sequim Bay, Straight of Juan de Fuca",UNITED STATES,,marine habitat,,,,CAM_LIB_001383,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002618,eukaryotes,4,L,5,5,Ditylum brightwellii Pop2 (SS10),MMETSP1063,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1063"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1063</a>""",49249,00:00.0,00:00.0,(MMETSP1063) Ditylum brightwellii - Seawater,,CAM_BM_002638,Pacific_Ocean,,,,,"Sequim Bay, Straight of Juan de Fuca",UNITED STATES,,marine habitat,,,,CAM_LIB_001384,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002619,eukaryotes,,,,,Cyanoptyche  gloeocystis  SAG4.97,MMETSP1086,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1086"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1086</a>""",77921,00:00.0,00:00.0,(MMETSP1086) Cyanoptyche  gloeocystis ,,CAM_BM_002639,OTHER,,,,,"Sintra, Monserrate Park",PORTUGAL,,freshwater habitat,,,,CAM_LIB_001385,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002624,eukaryotes,4,L,,,Aulacoseira subarctica  CCAP 1002/5,MMETSP1064,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1064"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1064</a>""",202472,00:00.0,00:00.0,(MMETSP1064) Aulacoseira subarctica  - Freshwater,,CAM_BM_002644,OTHER,,,,,"Freshwater; Blelham Tarn, Cumbria, England",UNITED KINGDOM,,freshwater habitat,,,,CAM_LIB_001390,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002625,eukaryotes,4,L,5,5,Coscinodiscus wailesii CCMP2513,MMETSP1066,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1066"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1066</a>""",671091,00:00.0,00:00.0,(MMETSP1066) Coscinodiscus wailesii - Seawater,,CAM_BM_002645,Atlantic_Ocean,31.4322,-80.358,,,"South Atlantic Bight, Atlantic Ocean (off Georgia Coast, USA)",UNITED STATES,,marine habitat,,,,CAM_LIB_001391,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002626,eukaryotes,4,L,40,190,Thalassiosira punctigera Tpunct2005C2,MMETSP1067,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1067"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1067</a>""",265564,00:00.0,00:00.0,(MMETSP1067) Thalassiosira punctigera - Seawater,,CAM_BM_002646,Pacific_Ocean,47.6901,-122.40041,,,"Golden Gardens, Puget Sound, WA",UNITED STATES,,marine habitat,,,,CAM_LIB_001392,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002627,eukaryotes,,,,,Gloeochaete wittrockiana SAG46.84,MMETSP1089,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1089"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1089</a>""",38269,00:00.0,00:00.0,(MMETSP1089) Gloeochaete wittrockiana,,CAM_BM_002647,OTHER,,,,,Hamburg-Kirchwerder,GERMANY,,freshwater habitat,,,,CAM_LIB_001393,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002628,eukaryotes,,,,,Chromulina nebulosa UTEXLB2642,MMETSP1095,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1095"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1095</a>""",96789,00:00.0,00:00.0,(MMETSP1095) Chromulina nebulosa - freshwater,,CAM_BM_002648,"Rush Creek, Arkansas, USA",36.135,-92.64,,,small stream near lead mine,UNITED STATES,,freshwater habitat,,,,CAM_LIB_001394,Illumina,cDNA,,3103,,,0,,,,,,,,
CAM_SMPL_002630,eukaryotes,,,,,Symbiodinium sp. Mp,MMETSP1122,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1122"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1122</a>""",230996,,,(MMETSP1122) Symbiodinium sp.,,CAM_BM_002650,Pacific_Ocean,,,,,,PALAU,,marine habitat,,,,CAM_LIB_001396,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002631,eukaryotes,,,,,Symbiodinium sp. Mp,MMETSP1123,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1123"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1123</a>""",230996,,,(MMETSP1123) Symbiodinium sp.,,CAM_BM_002651,Pacific_Ocean,,,,,,PALAU,,marine habitat,,,,CAM_LIB_001397,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002632,eukaryotes,4,L,0.8,3,Pseudopedinella elastica CCMP716,MMETSP1068,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1068"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1068</a>""",35684,00:00.0,00:00.0,(MMETSP1068) Pseudopedinella elastica - Seawater,,CAM_BM_002652,Atlantic_Ocean,43,68,,,Gulf of Maine (approx.),UNITED STATES,,marine habitat,,,,CAM_LIB_001398,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002634,eukaryotes,4,L,0.8,0.8,Minutocellus polymorphus NH13,MMETSP1070,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1070"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1070</a>""",265543,00:00.0,00:00.0,(MMETSP1070) Minutocellus polymorphus - Seawater,,CAM_BM_002654,Pacific_Ocean,,,,,Newport Hydroline (Station NH-20),UNITED STATES,,marine habitat,,,,CAM_LIB_001400,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002635,eukaryotes,,,,,Chrysochromulina ericina CCMP281,MMETSP1096,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1096"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1096</a>""",156174,00:00.0,00:00.0,(MMETSP1096) Chrysochromulina ericina - seawater,,CAM_BM_002655,North Pacific,49.6,-140.6166,,,,UNITED STATES,,marine habitat,,,,CAM_LIB_001401,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002636,eukaryotes,,,,,Pseudopedinella elastica CCMP716,MMETSP1097,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1097"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1097</a>""",35684,00:00.0,00:00.0,(MMETSP1097) Pseudopedinella elastica - Seawater,,CAM_BM_002656,Gulf of Maine,43,-68,,,,UNITED STATES,,marine habitat,,,,CAM_LIB_001402,Illumina,cDNA,,3111,,1,36,18,,,,,,,
CAM_SMPL_002637,eukaryotes,,,,,Symbiodinium sp. Mp,MMETSP1124,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1124"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1124</a>""",230996,,,(MMETSP1124) Symbiodinium sp.,,CAM_BM_002657,Pacific_Ocean,,,,,,PALAU,,marine habitat,,,,CAM_LIB_001403,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002638,eukaryotes,,,,,Symbiodinium sp. Mp,MMETSP1125,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1125"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1125</a>""",230996,,,(MMETSP1125) Symbiodinium sp.,,CAM_BM_002658,Pacific_Ocean,,,,,,PALAU,,marine habitat,,,,CAM_LIB_001404,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002639,eukaryotes,,,,,Dunaliella tertiolecta CCMP1320,MMETSP1126,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1126"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1126</a>""",3047,,,(MMETSP1126) Dunaliella tertiolecta,,CAM_BM_002659,,,,,,,,,,,,,CAM_LIB_001405,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002640,eukaryotes,4,L,0.8,0.8,Thalassiosira sp. NH16,MMETSP1071,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1071"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1071</a>""",35127,00:00.0,00:00.0,(MMETSP1071) Thalassiosira sp. - Seawater,,CAM_BM_002660,Pacific_Ocean,,,,,Newport Hydroline (Station NH-20),UNITED STATES,,marine habitat,,,,CAM_LIB_001406,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002642,eukaryotes,,,,,Phaeocystis antarctica Caron Lab Isolate,MMETSP1100,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1100"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1100</a>""",33657,00:00.0,00:00.0,(MMETSP1100) Phaeocystis antarctica - seawater,,CAM_BM_002662,,-77.625,-179.23,,,,ANTARCTICA,,marine habitat,,,,CAM_LIB_001408,Illumina,cDNA,,3117,,,36,1,,,,,,,
CAM_SMPL_002644,eukaryotes,,,,,Dunaliella tertiolecta CCMP1320,MMETSP1127,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1127"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1127</a>""",3047,,,(MMETSP1127) Dunaliella tertiolecta,,CAM_BM_002664,,,,,,,,,,,,,CAM_LIB_001410,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002645,eukaryotes,,,,,Dunaliella tertiolecta CCMP1320,MMETSP1128,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1128"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1128</a>""",3047,,,(MMETSP1128) Dunaliella tertiolecta,,CAM_BM_002665,,,,,,,,,,,,,CAM_LIB_001411,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002646,eukaryotes,,,,,Isochrysis sp. CCMP1324,MMETSP1129,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1129"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1129</a>""",40639,,,(MMETSP1129) Isochrysis sp.,,CAM_BM_002666,,,,,,,,,,,,,CAM_LIB_001412,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002648,eukaryotes,,,,,Ceratium fusus PA161109,MMETSP1074,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1074"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1074</a>""",2916,00:00.0,00:00.0,(MMETSP1074) Ceratium fusus - seawater,,CAM_BM_002668,OTHER,41.57083,-71.40517,,,"Long term plankton time series station, Narragansett Bay",UNITED STATES,,marine habitat,,,,CAM_LIB_001414,Illumina,cDNA,,3123,,5,27.87,11.3,,,,,,,
CAM_SMPL_002651,eukaryotes,,,,,Isochrysis sp. CCMP1324,MMETSP1130,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1130"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1130</a>""",40639,,,(MMETSP1130) Isochrysis sp.,,CAM_BM_002671,,,,,,,,,,,,,CAM_LIB_001417,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002652,eukaryotes,,,,,Isochrysis sp. CCMP1324,MMETSP1131,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1131"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1131</a>""",40639,,,(MMETSP1131) Isochrysis sp.,,CAM_BM_002672,,,,,,,,,,,,,CAM_LIB_001418,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002653,eukaryotes,,,,,Isochrysis sp. CCMP1324,MMETSP1132,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1132"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1132</a>""",40639,,,(MMETSP1132) Isochrysis sp.,,CAM_BM_002673,,,,,,,,,,,,,CAM_LIB_001419,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002654,eukaryotes,,,,,Isochrysis galbana CCMP1323,MMETSP0944,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0944"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0944</a>""",37099,00:00.0,00:00.0,(MMETSP0944) Isochrysis galbana,,CAM_BM_002674,Irish Sea,54.085,-4.77,,,,ISLE OF MAN,,marine habitat,,,,CAM_LIB_001420,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002655,eukaryotes,,,,,Vaucheria litorea CCMP2940,MMETSP0945,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0945"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0945</a>""",109269,00:00.0,00:00.0,(MMETSP0945) Vaucheria litorea,,CAM_BM_002675,Atlantic_Ocean,,,,,,UNITED STATES,,marine habitat,,,,CAM_LIB_001421,Illumina,cDNA,,3130,,0.1,,,,,,,,,
CAM_SMPL_002656,eukaryotes,,,,,Vaucheria litorea CCMP2940,MMETSP0946,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0946"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0946</a>""",109269,00:00.0,00:00.0,(MMETSP0946) Vaucheria litorea,,CAM_BM_002676,Atlantic_Ocean,,,,,,UNITED STATES,,marine habitat,,,,CAM_LIB_001422,Illumina,cDNA,,3131,,0.1,,,,,,,,,
CAM_SMPL_002657,eukaryotes,,,,,Aurantiochytrium limacinum ATCCMYA-1381,MMETSP0960,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0960"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0960</a>""",87120,00:00.0,00:00.0,(MMETSP0960) Aurantiochytrium limacinum,,CAM_BM_002677,Pacific_Ocean,9.53333,138.11667,,,,"MICRONESIA, FEDERATED STATES OF",,marine habitat,,,,CAM_LIB_001423,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_002658,eukaryotes,,,,,non described non described CCMP2097,MMETSP0977,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0977"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0977</a>""",483370,00:00.0,00:00.0,(MMETSP0977) non described non described - surface sea ice melt water,,CAM_BM_002678,Baffin Bay,77.0014,-77.2383,,,North Water Polynia Study (NOW),CANADA,,marine habitat,,,,CAM_LIB_001424,Illumina,cDNA,,3133,,0,,,,,,,,,
CAM_SMPL_002659,eukaryotes,,,,,non described non described CCMP 2436,MMETSP0983,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0983"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0983</a>""",483367,00:00.0,00:00.0,(MMETSP0983) non described non described - seawater,,CAM_BM_002679,Baffin Bay,76.3208,-75.8172,,,North Water Polynya,CANADA,,marine habitat,,,,CAM_LIB_001425,Illumina,cDNA,,3134,,11,,,,,,,,,
CAM_SMPL_002660,eukaryotes,,,,,non described non described CCMP 2436,MMETSP0984,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0984"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0984</a>""",483367,00:00.0,00:00.0,(MMETSP0984) non described non described - seawater,,CAM_BM_002680,Baffin Bay,76.3208,-75.8172,,,North Water Polynya,CANADA,,marine habitat,,,,CAM_LIB_001426,Illumina,cDNA,,3135,,11,,,,,,,,,
CAM_SMPL_002661,eukaryotes,,,,,Emiliania huxleyi 374,MMETSP1006,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1006"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1006</a>""",2903,00:00.0,00:00.0,(MMETSP1006) Emiliania huxleyi - seawater,,CAM_BM_002681,OTHER,42.5,-69,,,Gulf of Maine,UNITED STATES,,marine habitat,,,,CAM_LIB_001427,Illumina,cDNA,,3136,,5,,,,,,,,,
CAM_SMPL_002662,eukaryotes,,,,,Chattonella subsalsa CCMP2191,MMETSP0947,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0947"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0947</a>""",44440,,,(MMETSP0947) Chattonella subsalsa,,CAM_BM_002682,,,,,,,UNITED STATES,,,,,,CAM_LIB_001428,Illumina,cDNA,,,,,,,,,,,,,
